==== START logs for container vote of pod default/vote-5599b5ffb5-4xr6s ====
[2024-08-30 05:56:50 +0000] [1] [INFO] Starting gunicorn 21.2.0
[2024-08-30 05:56:50 +0000] [1] [INFO] Listening at: http://0.0.0.0:80 (1)
[2024-08-30 05:56:50 +0000] [1] [INFO] Using worker: sync
[2024-08-30 05:56:50 +0000] [7] [INFO] Booting worker with pid: 7
[2024-08-30 05:56:50 +0000] [8] [INFO] Booting worker with pid: 8
[2024-08-30 05:56:50 +0000] [9] [INFO] Booting worker with pid: 9
[2024-08-30 05:56:50 +0000] [10] [INFO] Booting worker with pid: 10
10.244.0.0 - - [30/Aug/2024:05:56:52 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:56:55 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:56:58 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:01 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:04 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:07 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:10 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:13 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:16 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:19 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:22 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:25 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:28 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:31 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:34 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:37 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:40 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:43 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:46 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:49 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:52 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:55 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:57:58 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:01 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:04 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:07 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:10 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:13 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:16 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:19 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:22 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:25 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:28 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:31 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:34 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:37 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:40 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:43 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:46 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:49 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:52 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:55 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:58:59 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:59:02 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:59:05 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:59:08 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:59:11 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:59:14 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
10.244.0.0 - - [30/Aug/2024:05:59:17 +0000] "GET / HTTP/1.1" 200 1294 "-" "python-requests/2.25.1"
