sysfs on /sys type sysfs (rw,nosuid,nodev,noexec,relatime)
/dev/sda1 on /boot/efi type vfat (rw,relatime,fmask=0077,dmask=0077,codepage=437,iocharset=iso8859-1,shortname=mixed,errors=remount-ro)
tmpfs on /run/user/127 type tmpfs (rw,nosuid,nodev,relatime,size=202440k,nr_inodes=50610,mode=700,uid=127,gid=133,inode64)
gvfsd-fuse on /run/user/127/gvfs type fuse.gvfsd-fuse (rw,nosuid,nodev,relatime,user_id=127,group_id=133)
portal on /run/user/127/doc type fuse.portal (rw,nosuid,nodev,relatime,user_id=127,group_id=133)
tmpfs on /run/snapd/ns type tmpfs (rw,nosuid,nodev,noexec,relatime,size=202440k,mode=755,inode64)
nsfs on /run/snapd/ns/snapd-desktop-integration.mnt type nsfs (rw)
tmpfs on /var/lib/kubelet/pods/6ccedc6e-c026-4f63-a9ef-db61f57e6fde/volumes/kubernetes.io~projected/kube-api-access-cf2cl type tmpfs (rw,relatime,size=1531376k,inode64)
tmpfs on /var/lib/kubelet/pods/2ba600ce-600f-4539-8507-03cc63103cce/volumes/kubernetes.io~projected/kube-api-access-p64wt type tmpfs (rw,relatime,size=1531376k,inode64)
tmpfs on /var/lib/kubelet/pods/ff9c2ceb-275e-4843-9891-70a0f948c4fa/volumes/kubernetes.io~projected/kube-api-access-mc7dk type tmpfs (rw,relatime,size=1531376k,inode64)
shm on /run/containerd/io.containerd.grpc.v1.cri/sandboxes/73f181739b5f63eda49db8720eb8b137f99027bf2c58dd201a892e1ebf970421/shm type tmpfs (rw,nosuid,nodev,noexec,relatime,size=65536k,inode64)
shm on /run/containerd/io.containerd.grpc.v1.cri/sandboxes/00a31d755ee2832a6a3e9c0c6b9aafbe25c3aea1b5a51286cbb388a4f15fa0f8/shm type tmpfs (rw,nosuid,nodev,noexec,relatime,size=65536k,inode64)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/73f181739b5f63eda49db8720eb8b137f99027bf2c58dd201a892e1ebf970421/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/129/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/129/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/00a31d755ee2832a6a3e9c0c6b9aafbe25c3aea1b5a51286cbb388a4f15fa0f8/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/130/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/130/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/90fbda7d488ca0ca37d57fde3c8abe4a1a4bd81695da609f614acfcee5f800f7/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/5/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/4/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/132/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/132/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/b569edaaffe8d3b60d969e85dc5e03bd62993d691b9885ef86432bf41a3f369e/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/18/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/17/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/16/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/15/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/14/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/13/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/12/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/11/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/10/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/7/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/135/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/135/work)
shm on /run/containerd/io.containerd.grpc.v1.cri/sandboxes/8ed19f9360807d22c805558022b71d53846066ce513b55afdce8ff38d94cadb9/shm type tmpfs (rw,nosuid,nodev,noexec,relatime,size=65536k,inode64)
nsfs on /run/netns/cni-5f8bc791-e32b-4f55-d86f-882c520b37ee type nsfs (rw)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/8ed19f9360807d22c805558022b71d53846066ce513b55afdce8ff38d94cadb9/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/136/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/136/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/6c02c48d7f934fe95a8eb6c44e7b132374470eb742f05e78593e9fe8058292ce/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/119/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/118/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/117/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/116/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/115/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/114/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/113/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/112/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/111/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/110/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/109/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/108/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/137/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/137/work)
tmpfs on /var/lib/kubelet/pods/a3ccfc2a-d2fb-4d51-9772-fb1ca61879b1/volumes/kubernetes.io~projected/kube-api-access-cl4vw type tmpfs (rw,relatime,size=1531376k,inode64)
shm on /run/containerd/io.containerd.grpc.v1.cri/sandboxes/081848cf39731dde30d3c010b2bcf50269b8f4617e693c9b6f0a02cbb29f449b/shm type tmpfs (rw,nosuid,nodev,noexec,relatime,size=65536k,inode64)
nsfs on /run/netns/cni-528f6265-7585-23b2-3e9f-e923a87a1b64 type nsfs (rw)
tmpfs on /var/lib/kubelet/pods/2aacafb8-1393-4b11-8eab-98c6e64f41e8/volumes/kubernetes.io~projected/kube-api-access-j94d5 type tmpfs (rw,relatime,size=1531376k,inode64)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/081848cf39731dde30d3c010b2bcf50269b8f4617e693c9b6f0a02cbb29f449b/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/318/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/318/work)
shm on /run/containerd/io.containerd.grpc.v1.cri/sandboxes/5bf56f209ae30104823301e359186d98dfd4a9b95b68b37e0c5cb586f8b4be60/shm type tmpfs (rw,nosuid,nodev,noexec,relatime,size=65536k,inode64)
nsfs on /run/netns/cni-3f4df28c-ad21-35f8-fe9c-f641cab1c7b5 type nsfs (rw)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/5bf56f209ae30104823301e359186d98dfd4a9b95b68b37e0c5cb586f8b4be60/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/319/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/319/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/0abf8454838bb7b48dd7fba47f053bf3196ab6193c30f938bacb708dbca24264/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/97/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/96/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/95/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/94/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/93/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/92/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/91/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/90/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/89/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/88/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/60/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/320/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/320/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/f2731d1a9d968521cb31b8413543c6e6e4b1c0a7d70f0d93aed3bc9938e024b8/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/106/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/105/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/104/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/103/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/102/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/101/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/322/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/322/work)
tmpfs on /var/lib/kubelet/pods/d3248276-ad26-487b-9cc1-336cea325fb6/volumes/kubernetes.io~projected/kube-api-access-82ncw type tmpfs (rw,relatime,size=1531376k,inode64)
tmpfs on /var/lib/kubelet/pods/9026e400-c65a-423b-b236-4c4a32f50cf3/volumes/kubernetes.io~projected/kube-api-access-7gpdf type tmpfs (rw,relatime,size=1531376k,inode64)
shm on /run/containerd/io.containerd.grpc.v1.cri/sandboxes/a10832acebe53fbe98868c61dfe48554fa5f0e969aefc6ef89a409d398458e94/shm type tmpfs (rw,nosuid,nodev,noexec,relatime,size=65536k,inode64)
nsfs on /run/netns/cni-f7596835-f458-0ef0-4049-ed2832dc680e type nsfs (rw)
shm on /run/containerd/io.containerd.grpc.v1.cri/sandboxes/11e62cb686ab90988b25ee06d65239e98ab974f505a9a177e3bd97bb5f9ba3e2/shm type tmpfs (rw,nosuid,nodev,noexec,relatime,size=65536k,inode64)
nsfs on /run/netns/cni-0fc3c096-0c6d-5eb4-24c1-43ca81f2eded type nsfs (rw)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/a10832acebe53fbe98868c61dfe48554fa5f0e969aefc6ef89a409d398458e94/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/323/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/323/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/11e62cb686ab90988b25ee06d65239e98ab974f505a9a177e3bd97bb5f9ba3e2/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/1/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/324/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/324/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/422542ab1fd9aac07f8c53fd928f333b7a68dd38f0ebcaba5bd57d17cc813f98/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/58/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/57/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/56/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/55/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/54/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/53/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/52/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/51/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/42/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/325/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/325/work)
overlay on /run/containerd/io.containerd.runtime.v2.task/k8s.io/3fc30baeca4dfa815c9208e5dd1a59b1bf45b221d77dc7653c096fd64b1c469d/rootfs type overlay (rw,relatime,lowerdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/49/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/48/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/47/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/46/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/45/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/44/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/43/fs:/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/42/fs,upperdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/326/fs,workdir=/var/lib/containerd/io.containerd.snapshotter.v1.overlayfs/snapshots/326/work)
tmpfs on /run/user/1000 type tmpfs (rw,nosuid,nodev,relatime,size=202440k,nr_inodes=50610,mode=700,uid=1000,gid=1000,inode64)
gvfsd-fuse on /run/user/1000/gvfs type fuse.gvfsd-fuse (rw,nosuid,nodev,relatime,user_id=1000,group_id=1000)
portal on /run/user/1000/doc type fuse.portal (rw,nosuid,nodev,relatime,user_id=1000,group_id=1000)
